utc_date,category_key,current_amount,current_share,history_dates,history_count,history_mean_amount,history_share,relative_change,total_relative_change,excess_change_pp,amount_difference,status
2019-11-06,bucket:unknown,35438.36,0.0894742011268110590584828321006075892,"[""2019-10-30"", ""2019-10-23"", ""2019-10-16"", ""2019-10-09""]",4,42317.88,0.104736130618635815083998340225363003,-0.162567690063868983985020043537152617,-0.0197239126681144588133428090620250000,-14.2843777395754525171677234475127617,-6879.52,comparable
2019-11-07,category:electronics,273008.53,0.742909766903696459274782171647884290,"[""2019-10-31"", ""2019-10-24"", ""2019-10-17"", ""2019-10-10""]",4,280352.54,0.759357187956928924621555218229044484,-0.0261956249798913896053875595348627838,-0.00463638415016105620955565777735198905,-2.15592408297303333958319017575107948,-7344.01,comparable
2019-11-07,category:computers,20864.15,0.0567754451230654166035689304161566125,"[""2019-10-31"", ""2019-10-24"", ""2019-10-17"", ""2019-10-10""]",4,20916,0.0566526522046389356322024011071156853,-0.00247896347293937655383438515968636451,-0.00463638415016105620955565777735198905,0.215742067722167965572127261766562455,-51.85,comparable
2019-11-07,bucket:unknown,45157.34,0.122881980769578768356679155596500487,"[""2019-10-31"", ""2019-10-24"", ""2019-10-17"", ""2019-10-10""]",4,40635.83,0.110065382675312344603706219974209446,0.111269045076721701020995510612186339,-0.00463638415016105620955565777735198905,11.5905429226882757230551168389538328,4521.51,comparable
2019-11-08,category:electronics,308172.45,0.759150041510645580083127709763754149,"[""2019-11-01"", ""2019-10-25"", ""2019-10-18"", ""2019-10-11""]",4,303341.1575,0.762221338542906422246847757912149690,0.0159269270936305436890805033603130495,0.0200370676265449314999719451151470220,-0.411014053291438781089144175483397254,4831.2925,comparable
2019-11-08,category:computers,19322.34,0.0475985287233910997490639473823068134,"[""2019-11-01"", ""2019-10-25"", ""2019-10-18"", ""2019-10-11""]",4,20810.8325,0.0522924773382992699121398399190531767,-0.0715248897419168598853505740339796594,0.0200370676265449314999719451151470220,-9.15619573684617913853225191491266814,-1488.4925,comparable
2019-11-08,bucket:unknown,45189.14,0.111318638336523510160488615106229169,"[""2019-11-01"", ""2019-10-25"", ""2019-10-18"", ""2019-10-11""]",4,43625.99,0.109621327903911127351311560213182951,0.0358307055037604877276137458427877511,0.0200370676265449314999719451151470220,1.57936378772155562276418007276407290,1563.15,comparable
2019-11-09,category:electronics,241362.14,0.774335720900773908582419648703783570,"[""2019-11-02"", ""2019-10-26"", ""2019-10-19"", ""2019-10-12""]",4,261755.445,0.740909059805324426890635160198508265,-0.0779097642075793303936810177912440370,-0.117714718285380472133804628496359031,3.98049540778011417401236107051149944,-20393.305,comparable
2019-11-09,category:computers,11113.06,0.0356528133472530302080970300529489382,"[""2019-11-02"", ""2019-10-26"", ""2019-10-19"", ""2019-10-12""]",4,19612.9025,0.0555150902451274584392099486604575628,-0.433380143505021757998338083820077115,-0.117714718285380472133804628496359031,-31.5665425219641285864533455323718084,-8499.8425,comparable
2019-11-09,bucket:unknown,30678.03,0.0984209639335546535621068302407499928,"[""2019-11-02"", ""2019-10-26"", ""2019-10-19"", ""2019-10-12""]",4,42103.0725,0.119174399068911098416299847061011120,-0.271358877668607202004081768616767814,-0.117714718285380472133804628496359031,-15.3644159383226729870277140120408783,-11425.0425,comparable
2019-11-10,category:electronics,217968.57,0.735304077235063112355416012050470453,"[""2019-11-03"", ""2019-10-27"", ""2019-10-20"", ""2019-10-13""]",4,268782.6475,0.743261391005328834136250793136406216,-0.189052671266659801764174526928863590,-0.180276761346297537424057763766187114,-0.877590992036226434011676316267647675,-50814.0775,comparable
2019-11-10,category:computers,16109.44,0.0543442429060924476620773028018045480,"[""2019-11-03"", ""2019-10-27"", ""2019-10-20"", ""2019-10-13""]",4,22648.61,0.0626299261857564695879656110461414411,-0.288722795791883033881549463741925001,-0.180276761346297537424057763766187114,-10.8446034445585496457491699975737887,-6539.17,comparable
