source_run,scope_id,series_id,policy_version,start_utc,end_utc_inclusive,scenario,period,metric,baseline,value,absolute_change,relative_change,relative_change_reason,period_state
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-04,events,70345,70345,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-04,users,10360,10360,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-04,buyers,945,945,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-04,purchase_events,1313,1313,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-04,purchase_amount,421496.80,421496.80,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-05,events,65613,65613,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-05,users,9654,9654,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-05,buyers,828,828,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-05,purchase_events,1157,1157,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-05,purchase_amount,392555.09,392555.09,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-06,events,64035,64035,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-06,users,9567,9567,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-06,buyers,805,805,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-06,purchase_events,1067,1067,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-06,purchase_amount,318133.79,318133.79,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-07,events,59762,59762,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-07,users,9339,9339,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-07,buyers,771,771,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-07,purchase_events,1067,1067,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-07,purchase_amount,316133.71,316133.71,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-08,events,67438,67438,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-08,users,11031,11031,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-08,buyers,770,770,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-08,purchase_events,1036,1036,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-08,purchase_amount,302664.91,302664.91,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-09,events,66329,66329,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-09,users,10566,10566,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-09,buyers,801,801,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-09,purchase_events,1158,1158,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-09,purchase_amount,401563.05,401563.05,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-10,events,65410,65410,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-10,users,10211,10211,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-10,buyers,783,783,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-10,purchase_events,1087,1087,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-10,purchase_amount,346769.91,346769.91,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-11,events,76636,76636,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-11,users,11594,11594,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-11,buyers,948,948,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-11,purchase_events,1335,1335,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-11,purchase_amount,415980.94,415980.94,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-12,events,74840,74840,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-12,users,10505,10505,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-12,buyers,901,901,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-12,purchase_events,1243,1243,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-12,purchase_amount,377794.50,377794.50,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-13,events,81440,81440,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-13,users,11286,11286,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-13,buyers,1078,1078,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-13,purchase_events,1499,1499,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-13,purchase_amount,412334.49,412334.49,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-14,events,71878,71878,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-14,users,10505,10505,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-14,buyers,965,965,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-14,purchase_events,1454,1454,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-14,purchase_amount,489641.53,489641.53,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-15,events,77735,77735,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-15,users,11662,11662,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-15,buyers,936,936,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-15,purchase_events,1301,1301,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-15,purchase_amount,410876.16,410876.16,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-16,events,78750,78750,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-16,users,11434,11434,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-16,buyers,1128,1128,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-16,purchase_events,1635,1635,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-16,purchase_amount,546884.71,546884.71,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-17,events,70909,70909,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-17,users,10497,10497,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-17,buyers,999,999,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-17,purchase_events,1457,1457,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-17,purchase_amount,488219.86,488219.86,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-18,events,73358,73358,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-18,users,11493,11493,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-18,buyers,946,946,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-18,purchase_events,1395,1395,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-18,purchase_amount,469326.45,469326.45,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-19,events,72477,72477,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-19,users,10803,10803,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-19,buyers,897,897,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-19,purchase_events,1243,1243,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-19,purchase_amount,366638.25,366638.25,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-20,events,77383,77383,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-20,users,11602,11602,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-20,buyers,947,947,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-20,purchase_events,1290,1290,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-20,purchase_amount,377149.29,377149.29,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-21,events,71121,71121,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-21,users,11147,11147,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-21,buyers,939,939,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-21,purchase_events,1325,1325,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-21,purchase_amount,385853.22,385853.22,0.00,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-22,events,71284,71284,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-22,users,11160,11160,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-22,buyers,938,938,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-22,purchase_events,1285,1285,0,0.000000000000,defined,observed
month-v101-01,rees46_2019_oct_user5_fedd938409b5f836_20260916_v1,rees46_fixed_users_20260916_v1,rees46-quality-v1,2019-10-01,2019-10-31,baseline_keep_all,2019-10-22,purchase_amount,416067.48,416067.48,0.00,0.000000000000,defined,observed
