utc_date,dim_name,dim_value_key,dim_value_label,current_amount,history_amount_sum,history_days,history_mean_amount,amount_difference,current_share,history_share,signed_contribution,direction,js_component,direction_rank,cumulative_same_direction_share,share_status
2019-10-25,brand_group,brand:huter,huter,0,601.95,3,200.65,-200.65,0,0.000460627540534592255936981652928431458,0.00300516156905828336005170505413808926,same_direction,0.00023031377026729613,37,0.939695609831189315649881249088094252,defined
2019-10-25,brand_group,brand:ibox,ibox,62.75,387.41,3,129.136666666666666666666666666666667,-66.3866666666666666666666666666666667,0.000170131225264207692512496307949067673,0.000296456043655629846121016799004906772,0.000994281880710437268856047144417546070,same_direction,1.2490867123066246e-05,75,0.986327121071752900957834972755385451,defined
2019-10-25,brand_group,brand:indesit,indesit,1929.89,10683.01,3,3561.00333333333333333333333333333333,-1631.11333333333333333333333333333333,0.00523242311275126348530584063343149340,0.00817491257048999819934767732876644664,0.0244293999706548057099018363811214847,same_direction,0.0002348241642701472,8,0.758410297711422487030621911780393106,defined
2019-10-25,brand_group,brand:inoi,inoi,38.26,38.35,3,12.7833333333333333333333333333333333,25.4766666666666666666666666666666667,0.000103732600455913726143874242902491301,0.0000293464011620593288731343905470642851,-0.000381567403809493474887867459569356528,offsetting,1.5895394846740342e-05,52,,defined
2019-10-25,brand_group,brand:intel,intel,0,374.65,3,124.883333333333333333333333333333333,-124.883333333333333333333333333333333,0,0.000286691765198579597452928276882858785,0.00187039418863308557329241847085777081,same_direction,0.00014334588259928979,50,0.961046338169492943974565839454894736,defined
2019-10-25,brand_group,brand:intex,intex,0,0,3,0,0,0,0,0,unchanged,0.0,,,defined
2019-10-25,brand_group,brand:irbis,irbis,0,0,3,0,0,0,0,0,unchanged,0.0,,,defined
2019-10-25,brand_group,brand:jaguar,jaguar,0,233.81,3,77.9366666666666666666666666666666667,-77.9366666666666666666666666666666667,0,0.000178917393890510865288854024871162986,0.00116726775722488119015481212510678071,same_direction,8.945869694525544e-05,68,0.980772048129568052315040293857365518,defined
2019-10-25,brand_group,brand:janome,janome,1187.73,535.32,3,178.44,1009.29,0.00322023840929175143630067314486607406,0.000409640559845465448040842293289555492,-0.0151162697235725632318294811566958989,offsetting,0.0008921150604345521,6,,defined
2019-10-25,brand_group,brand:jbl,jbl,362.68,758.89,3,252.963333333333333333333333333333333,109.716666666666666666666666666666667,0.000983317813208332205903301369991519738,0.000580722043751635047940885466551802225,-0.00164324101745250264633444425379109906,offsetting,3.780116440361812e-05,28,,defined
2019-10-25,brand_group,brand:joie,joie,0,230.38,3,76.7933333333333333333333333333333333,-76.7933333333333333333333333333333333,0,0.000176292670135990304714281640006067015,0.00115014390278203724643028791489713930,same_direction,8.814633506799515e-05,69,0.981632831110291602471304276022964426,defined
2019-10-25,brand_group,brand:jvc,jvc,0,241.15,3,80.3833333333333333333333333333333333,-80.3833333333333333333333333333333333,0,0.000184534149680067983253099303270522878,0.00120391180725708951287726335045336029,same_direction,9.2267074840034e-05,67,0.979898449428626246333461677353594875,defined
2019-10-25,brand_group,brand:kapsen,kapsen,156.76,209.25,3,69.75,87.01,0.000425016268883142595669464880224635034,0.000160123453537442361582877997965402912,-0.00130316026974214420711736285452556764,offsetting,4.4864575863053175e-05,33,,defined
2019-10-25,brand_group,brand:karcher,karcher,117.18,3962.75,3,1320.91666666666666666666666666666667,-1203.73666666666666666666666666666667,0.000317704812373862269459989121362099600,0.00303239768461409662299904318488602336,0.0180285231494292938826352982947985868,same_direction,0.0009172519386130094,11,0.801509116442027267593172247576549175,defined
2019-10-25,brand_group,brand:karya,karya,0,41.19,3,13.73,-13.73,0,0.0000315196418217789766958124001729746520,0.000205636024635784851898878197823652955,same_direction,1.575982091088949e-05,106,0.999152929466273825610180539123348692,defined
2019-10-25,brand_group,brand:kenwood,kenwood,137.44,685.7,3,228.566666666666666666666666666666667,-91.1266666666666666666666666666666667,0.000372634830283867812891115419354898182,0.000524715183228789616905039155100964284,0.00136481613049115957300595585630080711,same_direction,9.341079876512106e-06,61,0.974149384593225117092901454771062851,defined
2019-10-25,brand_group,brand:kicx,kicx,0,0,3,0,0,0,0,0,unchanged,0.0,,,defined
2019-10-25,brand_group,brand:kingston,kingston,78.37,369.97,3,123.323333333333333333333333333333333,-44.9533333333333333333333333333333333,0.000212481021895712459955447580142923243,0.000283110509463548628505698317358471279,0.000673272014624470627023129734365084670,same_direction,3.642859901303988e-06,86,0.993197281199132939931822610255826809,defined
2019-10-25,brand_group,brand:kipardo,kipardo,0,1067.21,3,355.736666666666666666666666666666667,-355.736666666666666666666666666666667,0,0.000816656395936410335507112201714015012,0.00532791507287098693360043218012577496,same_direction,0.00040832819796820515,27,0.907490003831638799947915119579450086,defined
2019-10-25,brand_group,brand:kitfort,kitfort,0,97.57,3,32.5233333333333333333333333333333333,-32.5233333333333333333333333333333333,0,0.0000746630602707204359361596476056600339,0.000487106261804164311720649326575717865,same_direction,3.733153013536022e-05,91,0.995334181113775759644343213954712682,defined
2019-10-25,brand_group,brand:kivi,kivi,0,4078.88,3,1359.62666666666666666666666666666667,-1359.62666666666666666666666666666667,0,0.00312126333173143560245242250103284410,0.0203633082827484854749525686705254083,same_direction,0.0015606316658657179,9,0.773650468231492259846760602533141060,defined
2019-10-25,brand_group,brand:lanvin,lanvin,0,215.8,3,71.9333333333333333333333333333333333,-71.9333333333333333333333333333333333,0,0.000165135681115316901455603689180090554,0.00107735504045647902500067771523050031,same_direction,8.256784055765845e-05,71,0.983285461200593857309472181013267633,defined
2019-10-25,brand_group,brand:lego,lego,0,21.52,3,7.17333333333333333333333333333333333,-7.17333333333333333333333333333333333,0,0.0000164676545764671905436728053343630617,0.000107435961402332848090892420907137936,same_direction,8.233827288233595e-06,111,0.999733933691911954133919792646877775,defined
2019-10-25,brand_group,brand:lenovo,lenovo,3590.64,17158.25,3,5719.41666666666666666666666666666667,-2128.77666666666666666666666666666667,0.00973513916625776428753896005058550356,0.0131299318836741715681214643182311804,0.0318829694880371904158136149819647871,same_direction,0.0001824632230545114,7,0.740127010139177600661784362990516554,defined
