round,effect,N,p0,delta,delta_fraction,delta_pp,q,q_fraction,n_A,n_B,K,tau,flips_B,buyers_A,buyers_B,mean_A,mean_B,difference,difference_pp,difference_per_10000,relative_change,se,ci_low,ci_high,p_value,df,method,unit,status,reason,estimation_error,two_sided_rejection,positive_rejection,negative_rejection,srm_status,srm_statistic,srm_p,srm_flag
36,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,41934,42231,0,0.0,0,2455,2357,0.05854437926265083,0.05581208117259833,-0.0027322980900525012,-0.2732298090052501,-27.322980900525014,-0.046670545054281705,0.0016006883020252308,-0.005869589512496526,0.0004049933323915238,0.08783097543210913,,unpooled_wald_z_min_cell_10,probability,ok,,-0.002732298090052504,False,False,False,ok,1.0480484762074496,0.30595696877396883,False
36,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,41934,42231,78,0.0009267510247727678,36,2455,2393,0.05854437926265083,0.056664535530771235,-0.0018798437318795977,-0.18798437318795977,-18.798437318795976,-0.03210972181370226,0.0016062746197842896,-0.005028084135937574,0.0012683966721783791,0.24187511668266803,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0028065947566523657,False,False,False,ok,1.0480484762074496,0.30595696877396883,False
36,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,41934,42231,174,0.0020673676706469434,86,2455,2443,0.05854437926265083,0.057848499917122494,-0.0006958793455283385,-0.06958793455283385,-6.958793455283385,-0.011886356201786292,0.001613983632182073,-0.0038592291362423434,0.0024674704451856664,0.6663546658270298,,unpooled_wald_z_min_cell_10,probability,ok,,-0.002763247016175283,False,False,False,ok,1.0480484762074496,0.30595696877396883,False
36,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,41934,42231,237,0.0028158973445018714,118,2455,2475,0.05854437926265083,0.0586062371243873,6.18578617364654e-05,0.00618578617364654,0.618578617364654,0.0010565977898398943,0.0016188873748754268,-0.0031111030880459642,0.003234818811518895,0.969520161614941,,unpooled_wald_z_min_cell_10,probability,ok,,-0.002754039482765405,False,False,False,ok,1.0480484762074496,0.30595696877396883,False
36,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,41934,42231,325,0.003861462603219866,162,2455,2519,0.05854437926265083,0.05964812578437641,0.0011037465217255751,0.11037465217255751,11.037465217255752,0.018853159528325975,0.0016255922117974712,-0.002082355666946276,0.004289848710397426,0.49714978529442955,,unpooled_wald_z_min_cell_10,probability,ok,,-0.002757716081494292,False,False,False,ok,1.0480484762074496,0.30595696877396883,False
36,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,41934,42231,366,0.004348600962395295,184,2455,2541,0.05854437926265083,0.06016907011437096,0.00162469085172013,0.162469085172013,16.2469085172013,0.027751440397569015,0.0016289283636339877,-0.0015679500743982504,0.00481733177783851,0.3185710758935967,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0027239101106751673,False,False,False,ok,1.0480484762074496,0.30595696877396883,False
36,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,41934,42231,403,0.004788213627992633,202,2455,2559,0.05854437926265083,0.06059529729345741,0.0020509180308065783,0.20509180308065783,20.509180308065783,0.035031852017858675,0.001631649939345734,-0.0011470570856880239,0.005248893147301181,0.20876827046385027,,unpooled_wald_z_min_cell_10,probability,ok,,-0.002737295597186053,False,False,False,ok,1.0480484762074496,0.30595696877396883,False
36,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,41934,42231,471,0.005596150418820175,238,2455,2595,0.05854437926265083,0.06144775165163032,0.002903372388979489,0.2903372388979489,29.03372388979489,0.04959267525843824,0.001637071634094449,-0.00030522905395776465,0.006111973831916742,0.07614327813655225,,unpooled_wald_z_min_cell_10,probability,ok,,-0.002692778029840688,False,False,False,ok,1.0480484762074496,0.30595696877396883,False
36,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,41934,42231,660,0.007841739440384958,316,2455,2673,0.05854437926265083,0.06329473609433828,0.004750356831687445,0.47503568316874456,47.50356831687445,0.08114112561302701,0.0016487216757435524,0.0015189217266995572,0.007981791936675333,0.003961184737480965,,unpooled_wald_z_min_cell_10,probability,ok,,-0.003091382608697508,True,True,False,ok,1.0480484762074496,0.30595696877396883,False
37,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,41949,42216,0,0.0,0,2411,2401,0.05747455243271592,0.05687417093045291,-0.000600381502263006,-0.0600381502263006,-6.00381502263006,-0.010446040497067955,0.001600611031798649,-0.0037375214778458533,0.0025367584733198413,0.7075896726705064,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0006003815022630081,False,False,False,ok,0.8470147923721262,0.3573982125066043,False
37,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,41949,42216,83,0.000986158141745381,42,2411,2443,0.05747455243271592,0.05786905438696229,0.00039450195424637485,0.039450195424637485,3.9450195424637484,0.0068639413018171625,0.0016071148312538175,-0.002755385234031274,0.0035443891425240236,0.8060908594134193,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0005916561874990089,False,False,False,ok,0.8470147923721262,0.3573982125066043,False
37,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,41949,42216,162,0.0019247905899126715,79,2411,2480,0.05747455243271592,0.05874549933674436,0.0012709469040284443,0.12709469040284443,12.709469040284443,0.022113210981787312,0.0016128105952783142,-0.0018901037766016569,0.0044319975846585456,0.43067779070688306,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0006538436858842261,False,False,False,ok,0.8470147923721262,0.3573982125066043,False
37,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,41949,42216,247,0.002934711578447098,119,2411,2520,0.05747455243271592,0.05969300739056282,0.0022184549578469007,0.22184549578469007,22.184549578469007,0.03859890793310644,0.0016189329930888184,-0.0009545954019908156,0.005391505317684617,0.17058728332650686,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0007162566206001951,False,False,False,ok,0.8470147923721262,0.3573982125066043,False
37,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,41949,42216,337,0.004004039683954137,165,2411,2566,0.05747455243271592,0.06078264165245405,0.0033080892197381306,0.33080892197381306,33.0808921973813,0.057557459427123536,0.0016259290816089706,0.00012132677836826193,0.006494851661107999,0.04189275327306602,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0006959504642160088,True,True,False,ok,0.8470147923721262,0.3573982125066043,False
37,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,41949,42216,390,0.004633755123863839,191,2411,2592,0.05747455243271592,0.061398521887436046,0.003923969454720129,0.39239694547201287,39.23969454720129,0.068273162445481,0.0016298624759511669,0.0007294977021025618,0.007118441207337696,0.0160601234434378,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0007097856691437127,True,True,False,ok,0.8470147923721262,0.3573982125066043,False
37,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,41949,42216,439,0.00521594487019545,210,2411,2611,0.05747455243271592,0.06184858821299981,0.004374035780283891,0.43740357802838914,43.740357802838915,0.07610386849735751,0.0016327274069037462,0.001173948866181075,0.007574122694386708,0.007384792410065619,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0008419090899115559,True,True,False,ok,0.8470147923721262,0.3573982125066043,False
37,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,41949,42216,508,0.006035763084417513,239,2411,2640,0.05747455243271592,0.06253553155201819,0.00506097911930227,0.5060979119302269,50.609791193022694,0.08805599878706384,0.0016370848792896064,0.001852351716259539,0.008269606522345,0.001991761683611407,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0009747839651152381,True,True,False,ok,0.8470147923721262,0.3573982125066043,False
37,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,41949,42216,703,0.008352640646349432,331,2411,2732,0.05747455243271592,0.06471480007580065,0.00724024764308473,0.724024764308473,72.4024764308473,0.12597310177509802,0.0016507876498478252,0.0040047633032594745,0.010475731982909985,1.1548850735162435e-05,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0011123930032647053,True,True,False,ok,0.8470147923721262,0.3573982125066043,False
38,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,42036,42129,0,0.0,0,2449,2363,0.05825958702064897,0.05608962947138551,-0.0021699575492634612,-0.21699575492634612,-21.69957549263461,-0.037246359959509534,0.0016005942999725352,-0.005307064731069729,0.0009671496325428072,0.1751883043062089,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0021699575492634612,False,False,False,ok,0.10276243093922652,0.7485394598662194,False
38,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,42036,42129,77,0.0009148696013782451,31,2449,2394,0.05825958702064897,0.056825464644306774,-0.0014341223763421965,-0.14341223763421965,-14.341223763421965,-0.024616075219240738,0.001605427092668918,-0.004580701657778123,0.0017124569050937307,0.37169842067068526,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0023489919777204406,False,False,False,ok,0.10276243093922652,0.7485394598662194,False
38,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,42036,42129,152,0.001805976355967445,73,2449,2436,0.05825958702064897,0.057822402620522684,-0.00043718440012628645,-0.043718440012628645,-4.371844001262865,-0.007504076538876511,0.0016119389152285035,-0.0035965266192527164,0.0027221578190001435,0.7862245378965834,,unpooled_wald_z_min_cell_10,probability,ok,,-0.002243160756093732,False,False,False,ok,0.10276243093922652,0.7485394598662194,False
38,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,42036,42129,237,0.0028158973445018714,117,2449,2480,0.05825958702064897,0.05886681383370125,0.0006072268130522807,0.060722681305228066,6.072268130522806,0.010422779221504969,0.001618717096658214,-0.0025654003975570604,0.0037798540236616217,0.7075649496755672,,unpooled_wald_z_min_cell_10,probability,ok,,-0.002208670531449588,False,False,False,ok,0.10276243093922652,0.7485394598662194,False
38,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,42036,42129,329,0.003908988296797956,161,2449,2524,0.05825958702064897,0.059911225046879825,0.0016516380262308547,0.16516380262308547,16.516380262308548,0.028349634981886567,0.0016254510844808518,-0.0015341875579831877,0.004837463610444897,0.3095767366847765,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0022573502705671026,False,False,False,ok,0.10276243093922652,0.7485394598662194,False
38,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,42036,42129,381,0.004526822313313135,190,2449,2553,0.05825958702064897,0.060599586982838426,0.0023399999621894554,0.23399999621894554,23.399999621894555,0.04016506264213799,0.0016298654975728975,-0.0008544777126978783,0.005534477637076789,0.15108736416422733,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0021868223511236776,False,False,False,ok,0.10276243093922652,0.7485394598662194,False
38,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,42036,42129,411,0.004883265015148815,203,2449,2566,0.05825958702064897,0.06090816302309573,0.0026485760024467578,0.26485760024467575,26.485760024467577,0.04546163366225068,0.0016318382585651307,-0.0005497682129354587,0.005846920217828974,0.10457597696775064,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0022346890127020527,False,False,False,ok,0.10276243093922652,0.7485394598662194,False
38,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,42036,42129,460,0.005465454761480425,231,2449,2594,0.05825958702064897,0.061572788340573004,0.0033132013199240334,0.33132013199240334,33.13201319924033,0.05686963278249353,0.001636074510960942,0.0001065542024166052,0.006519848437431462,0.0428579234740114,,unpooled_wald_z_min_cell_10,probability,ok,,-0.002152253441556391,True,True,False,ok,0.10276243093922652,0.7485394598662194,False
38,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,42036,42129,668,0.007936790827541139,335,2449,2698,0.05825958702064897,0.06404139666263144,0.005781809641982466,0.5781809641982466,57.81809641982466,0.09924220094339524,0.0016516584630479408,0.0025446185396477226,0.00901900074431721,0.00046419724701060225,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0021549811855586655,True,True,False,ok,0.10276243093922652,0.7485394598662194,False
39,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,42026,42139,0,0.0,0,2383,2429,0.05670299338504735,0.05764256389567859,0.0009395705106312394,0.09395705106312394,9.395705106312393,0.016570033688539012,0.0016005608515807202,-0.002197471113531731,0.00407661213479421,0.5571863808404665,,unpooled_wald_z_min_cell_10,probability,ok,,0.0009395705106312359,False,False,False,ok,0.1517138953246599,0.6969028497212364,False
39,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,42026,42139,106,0.0012594308798194024,59,2383,2488,0.05670299338504735,0.05904269204300055,0.0023396986579532,0.23396986579532,23.396986579532,0.04126234821617339,0.0016097032108508776,-0.0008152616611130049,0.005494658977019405,0.14608583442676404,,unpooled_wald_z_min_cell_10,probability,ok,,0.0010802677781337918,False,False,False,ok,0.1517138953246599,0.6969028497212364,False
39,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,42026,42139,194,0.002304996138537397,102,2383,2531,0.05670299338504735,0.06006312442155723,0.0033601310365098808,0.3360131036509881,33.601310365098804,0.059258441854957725,0.0016163155764135362,0.00019221071908825244,0.006528051353931509,0.03762810207306191,,unpooled_wald_z_min_cell_10,probability,ok,,0.0010551348979724788,True,True,False,ok,0.1517138953246599,0.6969028497212364,False
39,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,42026,42139,281,0.0033386799738608685,147,2383,2576,0.05670299338504735,0.06113101877120957,0.004428025386162222,0.4428025386162222,44.28025386162222,0.07809156310484833,0.0016231903472765253,0.00124663076544717,0.007609420006877275,0.006372411621262768,,unpooled_wald_z_min_cell_10,probability,ok,,0.0010893454123013483,True,True,False,ok,0.1517138953246599,0.6969028497212364,False
39,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,42026,42139,370,0.004396126655973385,192,2383,2621,0.05670299338504735,0.06219891312086191,0.005495919735814564,0.5495919735814564,54.95919735814564,0.09692468435473893,0.0016300195210098571,0.002301140180538014,0.008690699291091114,0.0007470861775375248,,unpooled_wald_z_min_cell_10,probability,ok,,0.001099793079841172,True,True,False,ok,0.1517138953246599,0.6969028497212364,False
39,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,42026,42139,407,0.004835739321570724,209,2383,2638,0.05670299338504735,0.06260233987517502,0.005899346490127674,0.5899346490127675,58.993464901276745,0.10403941904914212,0.001632587682725482,0.0026995334303820248,0.009099159549873323,0.0003020978537319651,,unpooled_wald_z_min_cell_10,probability,ok,,0.0010636071685569402,True,True,False,ok,0.1517138953246599,0.6969028497212364,False
39,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,42026,42139,446,0.005299114833957108,229,2383,2658,0.05670299338504735,0.06307695958613162,0.006373966201084269,0.6373966201084269,63.73966201084269,0.11240969516020458,0.001635600863603168,0.0031682474153394502,0.009579684986829089,9.738433579010903e-05,,unpooled_wald_z_min_cell_10,probability,ok,,0.0010748513671271524,True,True,False,ok,0.1517138953246599,0.6969028497212364,False
39,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,42026,42139,511,0.006071407354601081,264,2383,2693,0.05670299338504735,0.06390754408030566,0.007204550695258313,0.7204550695258314,72.04550695258314,0.12705767835456394,0.0016408527765564738,0.003988538349275076,0.01042056304124155,1.1296784004456599e-05,,unpooled_wald_z_min_cell_10,probability,ok,,0.0011331433406572224,True,True,False,ok,0.1517138953246599,0.6969028497212364,False
39,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,42026,42139,692,0.008221944989009683,360,2383,2789,0.05670299338504735,0.06618571869289731,0.009482725307849965,0.9482725307849965,94.82725307849965,0.16723500368766372,0.001655121714043735,0.006238746358294042,0.012726704257405888,1.0083281138830095e-08,,unpooled_wald_z_min_cell_10,probability,ok,,0.001260780318840281,True,True,False,ok,0.1517138953246599,0.6969028497212364,False
40,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,42066,42099,0,0.0,0,2434,2378,0.057861455807540534,0.056485902277963844,-0.0013755535295766896,-0.13755535295766896,-13.755535295766897,-0.023773227105658597,0.00160057946421778,-0.004512631633837955,0.0017615245746845755,0.39011451572078293,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0013755535295766844,False,False,False,ok,0.01293887007663518,0.9094366459603299,False
40,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,42066,42099,80,0.0009505138715618131,33,2434,2411,0.057861455807540534,0.057269768878120624,-0.0005916869294199101,-0.05916869294199101,-5.916869294199101,-0.010225925379202111,0.0016057260468208714,-0.0037388521502266948,0.0025554782913868746,0.7125111788245853,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0015422008009817242,False,False,False,ok,0.01293887007663518,0.9094366459603299,False
40,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,42066,42099,160,0.0019010277431236262,75,2434,2453,0.057861455807540534,0.058267417278320154,0.00040596147077961997,0.040596147077962,4.0596147077962,0.007016094999924196,0.0016122393895878862,-0.0027539696672694777,0.0035658926088287177,0.8011958527038121,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0014950662723440076,False,False,False,ok,0.01293887007663518,0.9094366459603299,False
40,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,42066,42099,242,0.0028753044614744845,115,2434,2493,0.057861455807540534,0.05921755861184351,0.0013561028043029763,0.13561028043029763,13.561028043029763,0.0234370667895682,0.001618404621729808,-0.001815911966700617,0.00452811757530657,0.4020724412230793,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0015192016571715045,False,False,False,ok,0.01293887007663518,0.9094366459603299,False
40,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,42066,42099,326,0.0038733440266143886,157,2434,2535,0.057861455807540534,0.06021520701204304,0.0023537512045025064,0.23537512045025064,23.537512045025064,0.040679087168694505,0.0016248387351862948,-0.0008308741971482458,0.005538376606153259,0.1474476336987349,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0015195928221118785,False,False,False,ok,0.01293887007663518,0.9094366459603299,False
40,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,42066,42099,381,0.004526822313313135,178,2434,2556,0.057861455807540534,0.060714031212142805,0.0028525754046022714,0.2852575404602271,28.525754046022715,0.04930009735825766,0.0016280408108411107,-0.0003383259500076923,0.0060434767592122355,0.07974762813450215,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0016742469087108601,False,False,False,ok,0.01293887007663518,0.9094366459603299,False
40,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,42066,42099,412,0.0048951464385433375,196,2434,2574,0.057861455807540534,0.06114159481222832,0.0032801390046877862,0.32801390046877865,32.80139004687786,0.05668953466359754,0.0016307775582329615,8.387372375501115e-05,0.006476404285620562,0.04428367482687329,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0016150074338555501,True,True,False,ok,0.01293887007663518,0.9094366459603299,False
40,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,42066,42099,484,0.005750608922948969,222,2434,2600,0.057861455807540534,0.0617591866790185,0.003897730871477968,0.3897730871477968,38.97730871477968,0.06736316632686615,0.0016347178595467705,0.0006937427418818917,0.007101719001074045,0.017109567643789618,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0018528780514709968,True,True,False,ok,0.01293887007663518,0.9094366459603299,False
40,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,42066,42099,674,0.008008079367908275,328,2434,2706,0.057861455807540534,0.06427706121285541,0.006415605405314877,0.6415605405314877,64.15605405314876,0.11087874156942301,0.0016506280224723574,0.003180433929396485,0.009650776881233268,0.00010158846219764183,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0015924739625933948,True,True,False,ok,0.01293887007663518,0.9094366459603299,False
41,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,41965,42200,0,0.0,0,2387,2425,0.05688073394495413,0.057464454976303314,0.0005837210313491825,0.05837210313491825,5.837210313491825,0.010262192325332401,0.0016005628164291515,-0.0025533244438459483,0.0037207665065443134,0.715337330577739,,unpooled_wald_z_min_cell_10,probability,ok,,0.0005837210313491891,False,False,False,ok,0.6561516069625141,0.4179218674062265,False
41,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,41965,42200,85,0.0010099209885344265,45,2387,2470,0.05688073394495413,0.05853080568720379,0.0016500717422496605,0.16500717422496605,16.500717422496606,0.029009325791163384,0.0016075258076558138,-0.0015006209449743967,0.004800764429473718,0.3046716430132915,,unpooled_wald_z_min_cell_10,probability,ok,,0.0006401507537152366,False,False,False,ok,0.6561516069625141,0.4179218674062265,False
41,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,41965,42200,170,0.002019841977068853,92,2387,2517,0.05688073394495413,0.059644549763033176,0.002763815818079045,0.2763815818079045,27.638158180790448,0.048589665188809014,0.001614748393192295,-0.0004010328766717755,0.0059286645128298655,0.08696898439217918,,unpooled_wald_z_min_cell_10,probability,ok,,0.0007439738410101941,False,False,False,ok,0.6561516069625141,0.4179218674062265,False
41,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,41965,42200,243,0.0028871858848690075,125,2387,2550,0.05688073394495413,0.06042654028436019,0.0035458063394060574,0.35458063394060574,35.458063394060574,0.06233756306375165,0.0016197894824088776,0.00037107729134788206,0.006720535387464232,0.02859292912351216,,unpooled_wald_z_min_cell_10,probability,ok,,0.0006586204545370538,True,True,False,ok,0.6561516069625141,0.4179218674062265,False
41,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,41965,42200,342,0.004063446800926751,176,2387,2601,0.05688073394495413,0.06163507109004739,0.004754337145093261,0.47543371450932614,47.54337145093261,0.08358431432502668,0.001627532032497251,0.0015644329777133761,0.007944241312473146,0.003486923925791003,,unpooled_wald_z_min_cell_10,probability,ok,,0.0006908903441665139,True,True,False,ok,0.6561516069625141,0.4179218674062265,False
41,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,41965,42200,389,0.0046218737004693165,198,2387,2623,0.05688073394495413,0.0621563981042654,0.005275664159311272,0.5275664159311272,52.75664159311272,0.09274957957498849,0.0016308540560955299,0.0020792489453229685,0.008472079373299576,0.001216815852215474,,unpooled_wald_z_min_cell_10,probability,ok,,0.0006537904588419581,True,True,False,ok,0.6561516069625141,0.4179218674062265,False
41,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,41965,42200,426,0.005061486366066655,216,2387,2641,0.05688073394495413,0.0625829383886256,0.005702204443671463,0.5702204443671464,57.02204443671463,0.10024843296132088,0.0016335641180958277,0.002500477605766705,0.008903931281576221,0.00048184278442221177,,unpooled_wald_z_min_cell_10,probability,ok,,0.0006407180776048092,True,True,False,ok,0.6561516069625141,0.4179218674062265,False
41,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,41965,42200,482,0.005726846076159924,246,2387,2671,0.05688073394495413,0.06329383886255924,0.006413104917605106,0.6413104917605106,64.13104917605106,0.11274652193854137,0.001638065075844369,0.0032025563646172705,0.00962365347059294,9.038587700690659e-05,,unpooled_wald_z_min_cell_10,probability,ok,,0.0006862588414451893,True,True,False,ok,0.6561516069625141,0.4179218674062265,False
41,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,41965,42200,677,0.008043723638091844,332,2387,2757,0.05688073394495413,0.06533175355450237,0.008451019609548235,0.8451019609548236,84.51019609548236,0.1485743770065738,0.0016508596083346376,0.0052153942336804465,0.011686644985416024,3.0689445072542333e-07,,unpooled_wald_z_min_cell_10,probability,ok,,0.0004072959714563978,True,True,False,ok,0.6561516069625141,0.4179218674062265,False
42,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,42186,41979,0,0.0,0,2395,2417,0.056772388944199496,0.05757640725124467,0.0008040183070451706,0.08040183070451706,8.040183070451706,0.014162136242591886,0.001600607714871097,-0.0023331151674791353,0.003941151781569476,0.6154419860593922,,unpooled_wald_z_min_cell_10,probability,ok,,0.0008040183070451725,False,False,False,ok,0.5091071110319016,0.4755256365342888,False
42,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,42186,41979,79,0.0009386324481672904,37,2395,2454,0.056772388944199496,0.0584578003287358,0.0016854113845363033,0.16854113845363033,16.854113845363035,0.029687166876011896,0.0016063949840123793,-0.001463064929073756,0.004833887698146362,0.2940913014314278,,unpooled_wald_z_min_cell_10,probability,ok,,0.0007467789363690086,False,False,False,ok,0.5091071110319016,0.4755256365342888,False
42,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,42186,41979,171,0.0020317234004633756,75,2395,2492,0.056772388944199496,0.05936301484075371,0.002590625896554212,0.25906258965542117,25.90625896554212,0.04563179293195657,0.0016123050960575687,-0.0005694340238090148,0.005750685816917438,0.10810177764824512,,unpooled_wald_z_min_cell_10,probability,ok,,0.0005589024960908373,False,False,False,ok,0.5091071110319016,0.4755256365342888,False
42,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,42186,41979,265,0.003148577199548506,120,2395,2537,0.056772388944199496,0.06043497939445913,0.0036625904502596354,0.3662590450259635,36.625904502596356,0.06451358694557535,0.0016192604257987539,0.0004888983341030852,0.006836282566416186,0.02370414366202566,,unpooled_wald_z_min_cell_10,probability,ok,,0.0005140132507111309,True,True,False,ok,0.5091071110319016,0.4755256365342888,False
42,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,42186,41979,360,0.004277312422028159,167,2395,2584,0.056772388944199496,0.061554586817218135,0.0047821978730186385,0.4782197873018639,47.82197873018639,0.08423457180424396,0.001626475158079895,0.0015943651414329534,0.007970030604604324,0.0032797727602666975,,unpooled_wald_z_min_cell_10,probability,ok,,0.0005048854509904765,True,True,False,ok,0.5091071110319016,0.4755256365342888,False
42,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,42186,41979,404,0.0048000950513871566,189,2395,2606,0.056772388944199496,0.06207865837680745,0.005306269432607952,0.5306269432607952,53.062694326079516,0.09346567109979084,0.0016298349983680741,0.002111851535063629,0.008500687330152275,0.001131093798334572,,unpooled_wald_z_min_cell_10,probability,ok,,0.0005061743812207977,True,True,False,ok,0.5091071110319016,0.4755256365342888,False
