round,effect,N,p0,delta,delta_fraction,delta_pp,q,q_fraction,n_A,n_B,K,tau,flips_B,buyers_A,buyers_B,mean_A,mean_B,difference,difference_pp,difference_per_10000,relative_change,se,ci_low,ci_high,p_value,df,method,unit,status,reason,estimation_error,two_sided_rejection,positive_rejection,negative_rejection,srm_status,srm_statistic,srm_p,srm_flag
224,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,42033,42132,336,0.003992158260559615,168,2379,2601,0.05659838698165727,0.06173454856166334,0.005136161580006071,0.5136161580006071,51.36161580006071,0.0907474904129446,0.0016263822601668544,0.0019485109249841844,0.008323812235027959,0.0015884001127755567,,unpooled_wald_z_min_cell_10,probability,ok,,0.0011440033194464595,True,True,False,ok,0.11644983068971662,0.7329172953591059,False
224,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,42033,42132,391,0.004645636547258362,202,2379,2635,0.05659838698165727,0.0625415361245609,0.005943149142903628,0.5943149142903628,59.431491429036285,0.10500562754252551,0.001631530781160616,0.0027454075721603205,0.009140890713646935,0.0002698112232882465,,unpooled_wald_z_min_cell_10,probability,ok,,0.001297512595645273,True,True,False,ok,0.11644983068971662,0.7329172953591059,False
224,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,42033,42132,432,0.0051327749064337905,224,2379,2657,0.05659838698165727,0.06306370454761226,0.006465317565954989,0.6465317565954989,64.65317565954989,0.11423148097931318,0.001634848499120447,0.0032610733874995513,0.009669561744410428,7.663423420010791e-05,,unpooled_wald_z_min_cell_10,probability,ok,,0.0013325426595212062,True,True,False,ok,0.11644983068971662,0.7329172953591059,False
224,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,42033,42132,499,0.005928830273866809,255,2379,2688,0.05659838698165727,0.06379948732554827,0.007201100343891001,0.7201100343891,72.01100343891001,0.12723154718569585,0.0016395053703216647,0.003987728865600534,0.010414471822181467,1.1218898328227647e-05,,unpooled_wald_z_min_cell_10,probability,ok,,0.0012722700700241983,True,True,False,ok,0.11644983068971662,0.7329172953591059,False
224,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,42033,42132,681,0.008091249331669935,360,2379,2793,0.05659838698165727,0.0662916547992025,0.009693267817545231,0.9693267817545231,96.93267817545231,0.1712640294976371,0.0016551236208671028,0.006449285130684183,0.01293725050440628,4.726611396839255e-09,,unpooled_wald_z_min_cell_10,probability,ok,,0.001602018485875303,True,True,False,ok,0.11644983068971662,0.7329172953591059,False
225,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,41978,42187,0,0.0,0,2435,2377,0.05800657487255229,0.05634437148884727,-0.0016622033837050201,-0.166220338370502,-16.6220338370502,-0.02865543065345763,0.0016006282248719824,-0.004799377057092384,0.001474970289682344,0.2990515883836017,,unpooled_wald_z_min_cell_10,probability,ok,,-0.001662203383705014,False,False,False,ok,0.5189924552961445,0.47127178857590457,False
225,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,41978,42187,75,0.0008911067545891997,36,2435,2413,0.05800657487255229,0.057197714935880724,-0.0008088599366715687,-0.08088599366715687,-8.088599366715687,-0.013944280255276843,0.0016062196816666102,-0.003956992663997515,0.002339272790654378,0.6145566245118214,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0016999666912607676,False,False,False,ok,0.5189924552961445,0.47127178857590457,False
225,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,41978,42187,147,0.0017465692389948316,70,2435,2447,0.05800657487255229,0.05800365041363453,-2.9244589177593316e-06,-0.00029244589177593316,-0.029244589177593316,-5.041599032841939e-05,0.0016114728525939608,-0.003161353212065946,0.0031555042942304273,0.9985520206966982,,unpooled_wald_z_min_cell_10,probability,ok,,-0.001749493697912589,False,False,False,ok,0.5189924552961445,0.47127178857590457,False
225,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,41978,42187,247,0.002934711578447098,124,2435,2501,0.05800657487255229,0.0592836655841847,0.0012770907116324073,0.12770907116324073,12.770907116324073,0.022016309606942584,0.001619761570784041,-0.0018975836306463385,0.004451765053911153,0.4304372519449472,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0016576208668146858,False,False,False,ok,0.5189924552961445,0.47127178857590457,False
225,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,41978,42187,327,0.003885225450008911,160,2435,2537,0.05800657487255229,0.060137009031218144,0.002130434158665852,0.21304341586658518,21.304341586658516,0.03672746000512325,0.0016252506230547146,-0.0010549985283726721,0.005315866845704375,0.1899137731665036,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0017547912913430527,False,False,False,ok,0.5189924552961445,0.47127178857590457,False
225,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,41978,42187,376,0.004467415196340522,180,2435,2557,0.05800657487255229,0.06061108872401451,0.002604513851462216,0.26045138514622157,26.04513851462216,0.04490032133744595,0.0016282875204823033,-0.0005868710451591239,0.005795898748083556,0.10970028214740496,,unpooled_wald_z_min_cell_10,probability,ok,,-0.001862901344878304,False,False,False,ok,0.5189924552961445,0.47127178857590457,False
225,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,41978,42187,408,0.004847620744965247,196,2435,2573,0.05800657487255229,0.060990352478251596,0.002983777605699303,0.2983777605699303,29.837776056993032,0.05143861040330404,0.0016307106141319717,-0.0002123564672065546,0.006179911678605161,0.0672887195206957,,unpooled_wald_z_min_cell_10,probability,ok,,-0.001863843139265942,False,False,False,ok,0.5189924552961445,0.47127178857590457,False
225,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,41978,42187,460,0.005465454761480425,219,2435,2596,0.05800657487255229,0.06153554412496741,0.0035289692524151164,0.3528969252415116,35.289692524151164,0.06083740093547505,0.0016341838614514692,0.0003260277398536432,0.00673191076497659,0.030813806312641946,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0019364855090653076,True,True,False,ok,0.5189924552961445,0.47127178857590457,False
225,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,41978,42187,656,0.007794213746806868,313,2435,2690,0.05800657487255229,0.06376371868111029,0.005757143808557998,0.5757143808557997,57.57143808557998,0.09924984919739122,0.0016482583612716258,0.002526616783248602,0.008987670833867393,0.0004778681723239646,,unpooled_wald_z_min_cell_10,probability,ok,,-0.002037069938248862,True,True,False,ok,0.5189924552961445,0.47127178857590457,False
226,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,41811,42354,0,0.0,0,2377,2435,0.056851067900791655,0.05749161826509893,0.0006405503643072755,0.06405503643072755,6.4055036430727545,0.011267165032415438,0.0016005567206414401,-0.0024964831633634836,0.0037775838919780346,0.6890057337900317,,unpooled_wald_z_min_cell_10,probability,ok,,0.0006405503643072704,False,False,False,ok,3.503225806451613,0.06124941690915737,False
226,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,41811,42354,86,0.001021802411928949,37,2377,2472,0.056851067900791655,0.05836520753647825,0.0015141396356865983,0.15141396356865983,15.141396356865982,0.026633442283421273,0.0016062434630708046,-0.001634039702335071,0.004662318973708267,0.34585542143138936,,unpooled_wald_z_min_cell_10,probability,ok,,0.000492337223757648,False,False,False,ok,3.503225806451613,0.06124941690915737,False
226,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,41811,42354,191,0.0022693518683538287,91,2377,2526,0.056851067900791655,0.059640175662275106,0.0027891077614834517,0.27891077614834514,27.89107761483452,0.0490599009740785,0.001614487054164608,-0.0003752287181853476,0.005953444241152251,0.08406886125928455,,unpooled_wald_z_min_cell_10,probability,ok,,0.0005197558931296233,False,False,False,ok,3.503225806451613,0.06124941690915737,False
226,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,41811,42354,274,0.0032555100100992098,134,2377,2569,0.056851067900791655,0.06065542805874297,0.0038043601579513184,0.38043601579513187,38.04360157951319,0.06691800696849078,0.001621004479815986,0.0006272497587339007,0.0069814705571687365,0.0189295591699453,,unpooled_wald_z_min_cell_10,probability,ok,,0.0005488501478521083,True,True,False,ok,3.503225806451613,0.06124941690915737,False
226,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,41811,42354,362,0.004301075268817204,174,2377,2609,0.056851067900791655,0.06159984889266657,0.004748780991874917,0.4748780991874917,47.487809918749164,0.0835301985911999,0.0016270303348334266,0.0015598601338472555,0.007937701849902577,0.0035151680066904285,,unpooled_wald_z_min_cell_10,probability,ok,,0.00044770572305771023,True,True,False,ok,3.503225806451613,0.06124941690915737,False
226,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,41811,42354,405,0.004811976474781679,196,2377,2631,0.056851067900791655,0.06211928035132455,0.005268212450532897,0.5268212450532896,52.68212450532897,0.09266690398368993,0.0016303295557957025,0.0020728252382421356,0.00846359966282366,0.0012319453427289662,,unpooled_wald_z_min_cell_10,probability,ok,,0.0004562359757512137,True,True,False,ok,3.503225806451613,0.06124941690915737,False
226,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,41811,42354,436,0.005180300600011882,214,2377,2649,0.056851067900791655,0.06254426972659016,0.005693201825798508,0.5693201825798508,56.93201825798508,0.10014239021390889,0.0016330210590973801,0.0024925393639721877,0.008893864287624828,0.0004897508717109609,,unpooled_wald_z_min_cell_10,probability,ok,,0.0005129012257866295,True,True,False,ok,3.503225806451613,0.06124941690915737,False
226,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,41811,42354,496,0.005893186003683241,246,2377,2681,0.056851067900791655,0.06329980639372905,0.006448738492937395,0.6448738492937395,64.48738492937395,0.11343214351207632,0.0016377886035014847,0.003238731815784334,0.009658745170090455,8.234627016407045e-05,,unpooled_wald_z_min_cell_10,probability,ok,,0.0005555524892541467,True,True,False,ok,3.503225806451613,0.06124941690915737,False
226,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,41811,42354,697,0.008281352105982296,343,2377,2778,0.056851067900791655,0.06559002691599376,0.008738959015202108,0.8738959015202108,87.38959015202109,0.15371670819714572,0.0016521063254531824,0.005500890118683061,0.011977027911721155,1.2259331654858862e-07,,unpooled_wald_z_min_cell_10,probability,ok,,0.00045760690921981245,True,True,False,ok,3.503225806451613,0.06124941690915737,False
227,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,42113,42052,0,0.0,0,2430,2382,0.057701897276375466,0.056644154855892706,-0.0010577424204827601,-0.10577424204827601,-10.5774242048276,-0.018331154960407603,0.0016005654601135226,-0.004194793077204045,0.0020793082362385246,0.5087050132275066,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0010577424204827616,False,False,False,ok,0.044210776451018834,0.8334619525561867,False
227,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,42113,42052,86,0.001021802411928949,44,2430,2426,0.057701897276375466,0.057690478455245886,-1.1418821129580148e-05,-0.0011418821129580148,-0.11418821129580148,-0.00019789333918930401,0.0016074347941151014,-0.0031619331250917356,0.0031390954828325753,0.99433207213874,,unpooled_wald_z_min_cell_10,probability,ok,,-0.001033221233058529,False,False,False,ok,0.044210776451018834,0.8334619525561867,False
227,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,42113,42052,176,0.0020911305174359887,95,2430,2477,0.057701897276375466,0.05890326262722344,0.0012013653508479716,0.12013653508479716,12.013653508479717,0.020820205358131946,0.0016153402577179018,-0.001964643377056765,0.004367374078752708,0.45704420364541776,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0008897651665880172,False,False,False,ok,0.044210776451018834,0.8334619525561867,False
227,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,42113,42052,270,0.0032079843165211193,138,2430,2520,0.057701897276375466,0.059925806144773136,0.00222390886839767,0.222390886839767,22.2390886839767,0.03854134739704982,0.0016219589541787828,-0.0009550722661949961,0.005402890002990336,0.17033591653617675,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0009840754481234473,False,False,False,ok,0.044210776451018834,0.8334619525561867,False
227,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,42113,42052,351,0.004170379611477455,170,2430,2552,0.057701897276375466,0.06068676876248454,0.0029848714861090767,0.29848714861090764,29.848714861090766,0.05172917403066319,0.001626857100958493,-0.0002037098397628125,0.006173452811980966,0.06654315743905258,,unpooled_wald_z_min_cell_10,probability,ok,,-0.001185508125368378,False,False,False,ok,0.044210776451018834,0.8334619525561867,False
227,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,42113,42052,397,0.004716925087625497,191,2430,2573,0.057701897276375466,0.06118615048035765,0.003484253203982185,0.3484253203982185,34.84253203982185,0.06038368525897191,0.001630058920076127,0.0002893964279547215,0.006679109980009649,0.0325572329562822,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0012326718836433112,True,True,False,ok,0.044210776451018834,0.8334619525561867,False
227,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,42113,42052,428,0.0050852492128557,200,2430,2582,0.057701897276375466,0.061400171216588986,0.00369827394021352,0.369827394021352,36.9827394021352,0.0640927614996757,0.001631428091874208,0.00050073363677317,0.00689581424365387,0.02339672479737047,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0013869752726421811,True,True,False,ok,0.044210776451018834,0.8334619525561867,False
227,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,42113,42052,483,0.005738727499554446,227,2430,2609,0.057701897276375466,0.062042233425282985,0.0043403361489075185,0.4340336148907519,43.40336148907519,0.07521999022178696,0.0016355247341883227,0.0011347665740739608,0.007545905723741076,0.007959378191949303,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0013983913506469296,True,True,False,ok,0.044210776451018834,0.8334619525561867,False
227,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,42113,42052,675,0.008019960791302799,326,2430,2708,0.057701897276375466,0.06439646152382764,0.00669456424745217,0.669456424745217,66.9456424745217,0.11601982886952808,0.0016504079442046986,0.0034598241170121697,0.00992930437789217,4.9854340374431434e-05,,unpooled_wald_z_min_cell_10,probability,ok,,-0.001325396543850622,True,True,False,ok,0.044210776451018834,0.8334619525561867,False
228,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,42121,42044,0,0.0,0,2443,2369,0.05799957265971843,0.056345733041575495,-0.0016538396181429368,-0.16538396181429368,-16.53839618142937,-0.02851468626925855,0.0016005498953641213,-0.004790859768515967,0.001483180532230093,0.3014660377214071,,unpooled_wald_z_min_cell_10,probability,ok,,-0.001653839618142938,False,False,False,ok,0.07044495930612488,0.7906900184910093,False
228,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,42121,42044,80,0.0009505138715618131,38,2443,2407,0.05799957265971843,0.05724954809247455,-0.0007500245672438788,-0.07500245672438788,-7.500245672438788,-0.012931553334784861,0.001606491490246259,-0.0038986900295966257,0.002398640895108868,0.6405920504853159,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0017005384388056929,False,False,False,ok,0.07044495930612488,0.7906900184910093,False
228,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,42121,42044,177,0.0021030119408305117,87,2443,2456,0.05799957265971843,0.058414993816002285,0.00041542115628385307,0.04154211562838531,4.1542115628385305,0.007162486501773301,0.0016141029687035127,-0.0027481625297142136,0.0035790048422819198,0.7968934105019745,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0016875907845466584,False,False,False,ok,0.07044495930612488,0.7906900184910093,False
228,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,42121,42044,254,0.0030178815422087567,133,2443,2502,0.05799957265971843,0.059509085719722195,0.001509513060003763,0.1509513060003763,15.09513060003763,0.026026279001399304,0.0016211977838522017,-0.0016679762081627035,0.00468700232817023,0.351796796665481,,unpooled_wald_z_min_cell_10,probability,ok,,-0.001508368482204991,False,False,False,ok,0.07044495930612488,0.7906900184910093,False
228,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,42121,42044,343,0.004075328224321274,185,2443,2554,0.05799957265971843,0.06074588526305775,0.0027463126033393168,0.2746312603339317,27.463126033393166,0.04735056617488963,0.0016291597618569096,-0.0004467818549620775,0.005939407061640711,0.09184910295434165,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0013290156209819549,False,False,False,ok,0.07044495930612488,0.7906900184910093,False
228,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,42121,42044,398,0.00472880651102002,211,2443,2580,0.05799957265971843,0.061364285034725526,0.0033647123750070937,0.3364712375007094,33.64712375007094,0.058012709761634786,0.001633117840295665,0.0001638602255177547,0.006565564524496433,0.039369888149199624,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0013640941360129248,True,True,False,ok,0.07044495930612488,0.7906900184910093,False
228,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,42121,42044,434,0.005156537753222836,225,2443,2594,0.05799957265971843,0.06169726952716202,0.0036976968674435895,0.36976968674435895,36.976968674435895,0.06375386400065143,0.0016352428411733528,0.0004926797927668662,0.006902713942120313,0.023743629389238963,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0014588408857792456,True,True,False,ok,0.07044495930612488,0.7906900184910093,False
228,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,42121,42044,481,0.005714964652765401,248,2443,2617,0.05799957265971843,0.062244315479021976,0.004244742819303544,0.4244742819303544,42.44742819303544,0.07318576025046443,0.0016387244382746586,0.0010329019396995826,0.007456583698907506,0.009589999021813875,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0014702218334618545,True,True,False,ok,0.07044495930612488,0.7906900184910093,False
228,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,42121,42044,668,0.007936790827541139,334,2443,2703,0.05799957265971843,0.06428979164684616,0.006290218987127727,0.6290218987127727,62.90218987127727,0.10845285057585222,0.0016516393792865276,0.0030530652882780427,0.009527372685977411,0.00013982932041623573,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0016465718404134085,True,True,False,ok,0.07044495930612488,0.7906900184910093,False
229,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,41972,42193,0,0.0,0,2334,2478,0.05560850090536548,0.05873012111013675,0.003121620204771268,0.3121620204771268,31.21620204771268,0.056135665481859325,0.0016004408379571814,-1.5186197011912358e-05,0.006258426606554448,0.051119503400007385,,unpooled_wald_z_min_cell_10,probability,ok,,0.003121620204771271,False,False,False,ok,0.5803006000118814,0.44619451944641286,False
229,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,41972,42193,76,0.0009029881779837225,38,2334,2516,0.05560850090536548,0.0596307444362809,0.0040222435309154175,0.40222435309154175,40.22243530915418,0.07233145050539071,0.0016063093569585359,0.0008739350432469934,0.007170552018583841,0.012278833276178677,,unpooled_wald_z_min_cell_10,probability,ok,,0.0031192553529316956,True,True,False,ok,0.5803006000118814,0.44619451944641286,False
229,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,41972,42193,158,0.0018772648963345808,78,2334,2556,0.05560850090536548,0.06057876899011684,0.004970268084751359,0.49702680847513586,49.702680847513584,0.08937964526700258,0.0016124507914810017,0.0018099226066054905,0.008130613562897227,0.002053174180922306,,unpooled_wald_z_min_cell_10,probability,ok,,0.0030930031884167813,True,True,False,ok,0.5803006000118814,0.44619451944641286,False
229,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,41972,42193,244,0.00289906730826353,122,2334,2600,0.05560850090536548,0.061621595999336386,0.0060130950939709035,0.6013095093970904,60.13095093970904,0.10813265950477582,0.001619164270523951,0.0028395914386898902,0.009186598749251916,0.00020424854103598728,,unpooled_wald_z_min_cell_10,probability,ok,,0.0031140277857073712,True,True,False,ok,0.5803006000118814,0.44619451944641286,False
229,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,41972,42193,334,0.0039683954137705695,177,2334,2655,0.05560850090536548,0.0629251297608608,0.007316628855495319,0.731662885549532,73.16628855495318,0.13157392730199208,0.0016274949063430355,0.004126797454040581,0.010506460256950057,6.936147288619293e-06,,unpooled_wald_z_min_cell_10,probability,ok,,0.003348233441724755,True,True,False,ok,0.5803006000118814,0.44619451944641286,False
229,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,41972,42193,408,0.004847620744965247,213,2334,2691,0.05560850090536548,0.06377835185931316,0.008169850953947677,0.8169850953947677,81.69850953947677,0.14691730258744298,0.001632911318505711,0.00496940357972867,0.011370298328166684,5.6374015254633e-07,,unpooled_wald_z_min_cell_10,probability,ok,,0.0033222302089824275,True,True,False,ok,0.5803006000118814,0.44619451944641286,False
229,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,41972,42193,448,0.005322877680746153,236,2334,2714,0.05560850090536548,0.06432346597776882,0.008714965072403338,0.8714965072403338,87.14965072403338,0.15672001457536971,0.00163635689776631,0.00550776448692768,0.011922165657878996,1.0049091922245665e-07,,unpooled_wald_z_min_cell_10,probability,ok,,0.003392087391657189,True,True,False,ok,0.5803006000118814,0.44619451944641286,False
229,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,41972,42193,497,0.005905067427077764,263,2334,2741,0.05560850090536548,0.06496338255160809,0.00935488164624261,0.935488164624261,93.5488164624261,0.16822754603945794,0.0016403869953153776,0.006139782214716596,0.012569981077768626,1.1782037512833674e-08,,unpooled_wald_z_min_cell_10,probability,ok,,0.003449814219164841,True,True,False,ok,0.5803006000118814,0.44619451944641286,False
229,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,41972,42193,669,0.007948672250935662,342,2334,2820,0.05560850090536548,0.06683573104543408,0.0112272301400686,1.12272301400686,112.272301400686,0.2018977306936415,0.0016520885602150411,0.007989196062776488,0.014465264217360713,1.0772818226898394e-11,,unpooled_wald_z_min_cell_10,probability,ok,,0.0032785578891329327,True,True,False,ok,0.5803006000118814,0.44619451944641286,False
230,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,42159,42006,0,0.0,0,2485,2327,0.05894352332835219,0.05539684806932343,-0.003546675259028763,-0.3546675259028763,-35.466752590287626,-0.06017073732208999,0.0016004504484618905,-0.006683500497055047,-0.0004098500210024795,0.02668820454491956,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0035466752590287607,True,False,True,ok,0.27813224024238103,0.5979280338310605,False
230,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,42159,42006,73,0.0008673439078001544,39,2485,2366,0.05894352332835219,0.05632528686378136,-0.002618236464570829,-0.2618236464570829,-26.182364645708294,-0.04441940889732056,0.0016065723838146408,-0.005767060475404186,0.0005305875462625273,0.10316419998147994,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0034855803723709802,False,False,False,ok,0.27813224024238103,0.5979280338310605,False
230,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,42159,42006,166,0.001972316283490762,86,2485,2413,0.05894352332835219,0.05744417464171785,-0.0014993486866343372,-0.14993486866343372,-14.993486866343373,-0.025437038744393167,0.0016139023507695733,-0.00466253916870723,0.0016638417954385554,0.35287836042150633,,unpooled_wald_z_min_cell_10,probability,ok,,-0.003471664970125103,False,False,False,ok,0.27813224024238103,0.5979280338310605,False
230,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,42159,42006,260,0.0030891700825758928,132,2485,2459,0.05894352332835219,0.058539256296719515,-0.00040426703163267547,-0.04042670316326755,-4.042670316326754,-0.006858548807485701,0.001621026464634521,-0.0035814205203026283,0.0027728864570372774,0.8030594815324978,,unpooled_wald_z_min_cell_10,probability,ok,,-0.003493437114208567,False,False,False,ok,0.27813224024238103,0.5979280338310605,False
230,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,42159,42006,348,0.004134735341293887,175,2485,2502,0.05894352332835219,0.05956291958291673,0.0006193962545645373,0.061939625456453734,6.193962545645373,0.010508300481362708,0.0016276419039623013,-0.002570723256929775,0.0038095157660588495,0.7035384981011518,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0035153390867293513,False,False,False,ok,0.27813224024238103,0.5979280338310605,False
230,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,42159,42006,399,0.004740687934414543,195,2485,2522,0.05894352332835219,0.0600390420416131,0.0010955187132609123,0.10955187132609123,10.955187132609122,0.018585904801757265,0.001630704496026596,-0.002100603368378756,0.0042916407949005805,0.5017065648352601,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0036451692211536303,False,False,False,ok,0.27813224024238103,0.5979280338310605,False
230,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,42159,42006,436,0.005180300600011882,217,2485,2544,0.05894352332835219,0.06056277674617912,0.0016192534178269269,0.1619253417826927,16.19253417826927,0.027471269554191314,0.001634062903152616,-0.0015834510208251628,0.004821957856479016,0.32171633592815363,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0035610471821849545,False,False,False,ok,0.27813224024238103,0.5979280338310605,False
230,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,42159,42006,490,0.0058218974633161055,249,2485,2576,0.05894352332835219,0.06132457268009332,0.0023810493517411324,0.23810493517411324,23.810493517411324,0.0403954364668227,0.001638928461630907,-0.000831191406293081,0.005593290109775346,0.14627690555422904,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0034408481115749756,False,False,False,ok,0.27813224024238103,0.5979280338310605,False
230,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,42159,42006,655,0.007782332323412345,332,2485,2659,0.05894352332835219,0.06330048088368329,0.004356957555331095,0.4356957555331095,43.569575553310955,0.07391749439646021,0.001651442706770095,0.0011201893275303676,0.007593725783131822,0.008332934185331153,,unpooled_wald_z_min_cell_10,probability,ok,,-0.003425374768081252,True,True,False,ok,0.27813224024238103,0.5979280338310605,False
231,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,41900,42265,0,0.0,0,2380,2432,0.056801909307875896,0.057541701171181826,0.0007397918633059303,0.07397918633059303,7.3979186330593025,0.013024066837192637,0.0016005501065884924,-0.0023972287010592596,0.00387681242767112,0.6439300165965833,,unpooled_wald_z_min_cell_10,probability,ok,,0.000739791863305934,False,False,False,ok,1.582902631735282,0.20834308777999655,False
